prod_id,prod_dept,dept_label,prod_class,class_labels,prod_subclass,subclass_labels,subclass_coefficients,prod_base_price,prod_md1,start_date,end_date,md1_week,pareto_weights,margin
524,10,department_10,0,class_100,1,subclass_1001,524,336.67,336.67,0,155,155,3.491572002989908e-07,101.0
525,18,department_18,0,class_180,1,subclass_1801,525,975.0,975.0,0,155,155,7.727213229993667e-09,487.5
526,12,department_12,0,class_120,1,subclass_1201,526,326.25,326.25,0,155,155,2.34586673458848e-07,163.12
527,2,department_2,0,class_20,1,subclass_201,527,11.67,11.67,0,155,155,0.005810598869568237,3.5
528,2,department_2,0,class_20,1,subclass_201,528,18.33,18.33,0,155,155,0.0023552506340950696,5.5
529,3,department_3,0,class_30,0,subclass_300,529,35.0,35.0,0,155,155,0.0003280935292282228,17.5
530,6,department_6,0,class_60,1,subclass_601,530,92.5,92.5,0,155,155,1.2761849522388164e-05,27.75
531,12,department_12,0,class_120,1,subclass_1201,531,435.0,435.0,0,155,155,1.2976834939820366e-07,130.5
532,2,department_2,0,class_20,1,subclass_201,532,11.67,11.67,0,155,155,0.005810598869568237,3.5
533,9,department_9,0,class_90,0,subclass_900,533,191.33,191.33,0,155,155,1.370212685899939e-06,95.66
534,6,department_6,1,class_61,0,subclass_610,534,129.5,129.5,0,155,155,5.9689932975800495e-06,64.75
535,2,department_2,0,class_20,0,subclass_200,535,15.0,15.0,0,155,155,0.0035170605533506277,7.5
536,4,department_4,0,class_40,0,subclass_400,536,34.0,34.0,0,155,155,0.00020630352118086804,17.0
537,12,department_12,0,class_120,0,subclass_1200,537,290.0,290.0,0,155,155,2.9822637020995353e-07,87.0
538,11,department_11,2,class_112,0,subclass_1120,538,278.86,278.86,0,155,155,5.268220736473167e-07,83.66
539,0,department_0,0,class_00,1,subclass_001,539,4.0,4.0,0,155,155,0.24999999625144959,1.2
540,12,department_12,1,class_121,1,subclass_1211,540,507.5,507.5,0,155,155,1.0528865931598917e-07,152.25
541,3,department_3,0,class_30,0,subclass_300,541,30.0,30.0,0,155,155,0.00044657355297381054,15.0
542,2,department_2,0,class_20,0,subclass_200,542,16.67,16.67,0,155,155,0.0028476789111102027,5.0
543,0,department_0,0,class_00,0,subclass_000,543,3.14,3.14,0,155,155,0.4056959684686321,0.94
544,2,department_2,0,class_20,0,subclass_200,544,11.67,11.67,0,155,155,0.005810598869568237,3.5
545,2,department_2,0,class_20,0,subclass_200,545,13.33,13.33,0,155,155,0.004453507568384692,4.0
546,18,department_18,0,class_180,0,subclass_1800,546,812.5,812.5,0,155,155,1.3326336641717229e-08,243.75
547,8,department_8,0,class_80,1,subclass_801,547,260.0,260.0,0,155,155,9.511022474739212e-07,78.0
548,2,department_2,0,class_20,0,subclass_200,548,15.0,15.0,0,155,155,0.0035170605533506277,4.5
549,2,department_2,0,class_20,1,subclass_201,549,11.67,11.67,0,155,155,0.005810598869568237,3.5
550,14,department_14,2,class_142,0,subclass_1420,550,525.33,525.33,0,155,155,6.677342003050199e-08,262.67
551,8,department_8,1,class_81,1,subclass_811,551,162.5,162.5,0,155,155,2.383253624953167e-06,32.5
552,2,department_2,0,class_20,1,subclass_201,552,20.0,20.0,0,155,155,0.0019783443746053055,4.0
553,3,department_3,0,class_30,1,subclass_301,553,30.0,30.0,0,155,155,0.00044657355297381054,6.0
554,2,department_2,0,class_20,0,subclass_200,554,11.67,11.67,0,155,155,0.005810598869568237,5.84
555,2,department_2,0,class_20,1,subclass_201,555,10.0,10.0,0,155,155,0.007913392492622977,3.0
556,2,department_2,0,class_20,0,subclass_200,556,15.0,15.0,0,155,155,0.0035170605533506277,4.5
557,13,department_13,0,class_130,1,subclass_1301,557,425.0,425.0,0,155,155,1.3584188188885313e-07,212.5
558,8,department_8,2,class_82,1,subclass_821,558,130.0,130.0,0,155,155,3.63234008659436e-06,39.0
559,4,department_4,0,class_40,0,subclass_400,559,48.57,48.57,0,155,155,0.0001010921231663573,14.57
560,8,department_8,2,class_82,0,subclass_820,560,130.0,130.0,0,155,155,3.63234008659436e-06,39.0
561,19,department_19,1,class_191,1,subclass_1911,561,1448.0,1448.0,0,155,155,0.0,434.4
562,12,department_12,0,class_120,1,subclass_1201,562,507.5,507.5,0,155,155,9.401399396060777e-08,101.5
563,15,department_15,0,class_150,1,subclass_1501,563,723.2,723.2,0,155,155,2.862973397200365e-08,144.64
564,2,department_2,0,class_20,0,subclass_200,564,10.0,10.0,0,155,155,0.007913392492622977,3.0
565,2,department_2,0,class_20,1,subclass_201,565,10.0,10.0,0,155,155,0.007913392492622977,3.0
566,12,department_12,0,class_120,0,subclass_1200,566,362.5,362.5,0,155,155,1.8906557272393962e-07,108.75
567,8,department_8,1,class_81,1,subclass_811,567,178.75,178.75,0,155,155,1.9687636618433194e-06,53.62
568,9,department_9,0,class_90,0,subclass_900,568,191.33,191.33,0,155,155,1.370212685899939e-06,95.66
569,2,department_2,0,class_20,0,subclass_200,569,15.0,15.0,0,155,155,0.0035170605533506277,3.0
570,12,department_12,0,class_120,0,subclass_1200,570,471.25,471.25,0,155,155,1.0983248894710897e-07,141.38
571,10,department_10,0,class_100,1,subclass_1001,571,269.33,269.33,0,155,155,5.483941938680666e-07,53.87
572,3,department_3,0,class_30,1,subclass_301,572,20.0,20.0,0,155,155,0.001004796741775138,10.0
573,14,department_14,0,class_140,1,subclass_1401,573,788.0,788.0,0,155,155,2.7469516071042706e-08,236.4
574,12,department_12,0,class_120,0,subclass_1200,574,543.75,543.75,0,155,155,8.125243940441969e-08,163.12
575,2,department_2,0,class_20,0,subclass_200,575,10.0,10.0,0,155,155,0.007913392492622977,5.0
576,3,department_3,0,class_30,1,subclass_301,576,20.0,20.0,0,155,155,0.001004796741775138,10.0
577,7,department_7,0,class_70,1,subclass_701,577,142.86,142.86,0,155,155,4.166758274706023e-06,42.86
578,2,department_2,0,class_20,1,subclass_201,578,16.67,16.67,0,155,155,0.0028476789111102027,5.0
579,16,department_16,0,class_160,0,subclass_1600,579,660.86,660.86,0,155,155,3.012046441808166e-08,198.26
580,19,department_19,0,class_190,0,subclass_1900,580,905.0,905.0,0,155,155,1.0051351245358104e-08,271.5
581,2,department_2,0,class_20,1,subclass_201,581,13.33,13.33,0,155,155,0.004453507568384692,4.0
582,8,department_8,2,class_82,0,subclass_820,582,146.25,146.25,0,155,155,2.8689481283798607e-06,29.25
583,2,department_2,0,class_20,0,subclass_200,583,11.67,11.67,0,155,155,0.005810598869568237,3.5
584,6,department_6,1,class_61,1,subclass_611,584,101.75,101.75,0,155,155,9.671880507186193e-06,30.52
585,3,department_3,0,class_30,0,subclass_300,585,30.0,30.0,0,155,155,0.00044657355297381054,9.0
586,12,department_12,0,class_120,1,subclass_1201,586,435.0,435.0,0,155,155,1.2976834939820366e-07,217.5
587,14,department_14,1,class_141,0,subclass_1410,587,394.0,394.0,0,155,155,1.25941170229584e-07,118.2
588,7,department_7,0,class_70,1,subclass_701,588,128.57,128.57,0,155,155,5.1456388769827966e-06,64.28
589,10,department_10,0,class_100,1,subclass_1001,589,303.0,303.0,0,155,155,4.322393161568282e-07,151.5
590,4,department_4,0,class_40,0,subclass_400,590,68.0,68.0,0,155,155,5.1572131744778613e-05,34.0
591,2,department_2,0,class_20,0,subclass_200,591,16.67,16.67,0,155,155,0.0028476789111102027,8.34
592,6,department_6,2,class_62,1,subclass_621,592,92.5,92.5,0,155,155,1.2729391435295858e-05,27.75
593,16,department_16,1,class_161,1,subclass_1611,593,881.14,881.14,0,155,155,1.4964389286353473e-08,440.57
594,2,department_2,0,class_20,1,subclass_201,594,10.0,10.0,0,155,155,0.007913392492622977,3.0
595,6,department_6,0,class_60,0,subclass_600,595,101.75,101.75,0,155,155,1.0546115643194555e-05,30.52
596,2,department_2,0,class_20,1,subclass_201,596,13.33,13.33,0,155,155,0.004453507568384692,4.0
597,15,department_15,0,class_150,1,subclass_1501,597,632.8,632.8,0,155,155,3.8923958836248535e-08,316.4
598,17,department_17,2,class_172,0,subclass_1720,598,870.0,870.0,0,155,155,1.055636594763993e-08,435.0
599,14,department_14,2,class_142,1,subclass_1421,599,459.67,459.67,0,155,155,8.874173432616975e-08,229.84
600,15,department_15,0,class_150,1,subclass_1501,600,452.0,452.0,0,155,155,8.10891038801955e-08,226.0
601,3,department_3,0,class_30,0,subclass_300,601,35.0,35.0,0,155,155,0.0003280935292282228,10.5
602,2,department_2,0,class_20,0,subclass_200,602,11.67,11.67,0,155,155,0.005810598869568237,5.84
603,3,department_3,0,class_30,0,subclass_300,603,25.0,25.0,0,155,155,0.0006430681154318777,5.0
604,14,department_14,2,class_142,0,subclass_1420,604,525.33,525.33,0,155,155,6.677342003050199e-08,262.67
605,2,department_2,0,class_20,1,subclass_201,605,10.0,10.0,0,155,155,0.007913392492622977,3.0
606,2,department_2,0,class_20,1,subclass_201,606,13.33,13.33,0,155,155,0.004453507568384692,4.0
607,2,department_2,0,class_20,0,subclass_200,607,16.67,16.67,0,155,155,0.0028476789111102027,5.0
608,2,department_2,0,class_20,1,subclass_201,608,16.67,16.67,0,155,155,0.0028476789111102027,5.0
609,2,department_2,0,class_20,1,subclass_201,609,15.0,15.0,0,155,155,0.0035170605533506277,7.5
610,3,department_3,0,class_30,0,subclass_300,610,40.0,40.0,0,155,155,0.00025119543689334605,20.0
611,2,department_2,0,class_20,1,subclass_201,611,16.67,16.67,0,155,155,0.0028476789111102027,8.34
612,8,department_8,0,class_80,1,subclass_801,612,162.5,162.5,0,155,155,2.442618738445104e-06,48.75
613,8,department_8,1,class_81,1,subclass_811,613,162.5,162.5,0,155,155,2.383253624953167e-06,32.5
614,4,department_4,0,class_40,0,subclass_400,614,43.71,43.71,0,155,155,0.0001248233959399563,21.86
615,7,department_7,0,class_70,0,subclass_700,615,100.0,100.0,0,155,155,8.509130940666356e-06,50.0
616,7,department_7,0,class_70,0,subclass_700,616,128.57,128.57,0,155,155,5.1456388769827966e-06,25.71
617,14,department_14,0,class_140,1,subclass_1401,617,591.0,591.0,0,155,155,5.272208087722856e-08,118.2
618,2,department_2,0,class_20,1,subclass_201,618,10.0,10.0,0,155,155,0.007913392492622977,3.0
619,18,department_18,1,class_181,0,subclass_1810,619,650.0,650.0,0,155,155,2.238894943658205e-08,325.0
620,2,department_2,0,class_20,0,subclass_200,620,10.0,10.0,0,155,155,0.007913392492622977,3.0
621,2,department_2,0,class_20,0,subclass_200,621,18.33,18.33,0,155,155,0.0023552506340950696,9.16
622,4,department_4,0,class_40,1,subclass_401,622,48.57,48.57,0,155,155,0.0001010921231663573,14.57
623,12,department_12,1,class_121,1,subclass_1211,623,435.0,435.0,0,155,155,1.451144216874728e-07,217.5
624,4,department_4,0,class_40,1,subclass_401,624,34.0,34.0,0,155,155,0.00020630352118086804,17.0
625,12,department_12,1,class_121,1,subclass_1211,625,290.0,290.0,0,155,155,3.3275503286080915e-07,87.0
626,3,department_3,0,class_30,1,subclass_301,626,30.0,30.0,0,155,155,0.00044657355297381054,15.0
627,9,department_9,0,class_90,0,subclass_900,627,218.67,218.67,0,155,155,1.0478288810600163e-06,65.6
628,2,department_2,0,class_20,1,subclass_201,628,15.0,15.0,0,155,155,0.0035170605533506277,7.5
629,14,department_14,1,class_141,0,subclass_1410,629,525.33,525.33,0,155,155,6.865618852745461e-08,157.6
630,18,department_18,0,class_180,0,subclass_1800,630,975.0,975.0,0,155,155,7.727213229993667e-09,195.0
631,8,department_8,0,class_80,1,subclass_801,631,146.25,146.25,0,155,155,3.0167510755837435e-06,43.88
632,17,department_17,2,class_172,0,subclass_1720,632,1063.33,1063.33,0,155,155,5.414469841856809e-09,319.0
633,4,department_4,0,class_40,1,subclass_401,633,48.57,48.57,0,155,155,0.0001010921231663573,14.57
634,12,department_12,1,class_121,0,subclass_1210,634,362.5,362.5,0,155,155,2.1116391682048718e-07,181.25
635,16,department_16,1,class_161,0,subclass_1610,635,587.43,587.43,0,155,155,3.9916950219260464e-08,117.49
636,14,department_14,0,class_140,1,subclass_1401,636,394.0,394.0,0,155,155,1.2487226603775958e-07,197.0
637,12,department_12,0,class_120,0,subclass_1200,637,326.25,326.25,0,155,155,2.34586673458848e-07,97.88
638,14,department_14,1,class_141,0,subclass_1410,638,525.33,525.33,0,155,155,6.865618852745461e-08,262.67
639,3,department_3,0,class_30,0,subclass_300,639,20.0,20.0,0,155,155,0.001004796741775138,10.0
640,2,department_2,0,class_20,1,subclass_201,640,15.0,15.0,0,155,155,0.0035170605533506277,7.5
641,9,department_9,0,class_90,0,subclass_900,641,191.33,191.33,0,155,155,1.370212685899939e-06,95.66
642,3,department_3,0,class_30,0,subclass_300,642,20.0,20.0,0,155,155,0.001004796741775138,10.0
643,11,department_11,0,class_110,1,subclass_1101,643,278.86,278.86,0,155,155,5.268220736473167e-07,83.66
644,8,department_8,2,class_82,1,subclass_821,644,130.0,130.0,0,155,155,3.63234008659436e-06,65.0
645,3,department_3,0,class_30,0,subclass_300,645,25.0,25.0,0,155,155,0.0006430681154318777,12.5
646,19,department_19,0,class_190,1,subclass_1901,646,724.0,724.0,0,155,155,1.8516649149669928e-08,362.0
647,3,department_3,0,class_30,1,subclass_301,647,20.0,20.0,0,155,155,0.001004796741775138,10.0
648,17,department_17,1,class_171,1,subclass_1711,648,1160.0,1160.0,0,155,155,4.976169592566253e-09,232.0
649,2,department_2,0,class_20,0,subclass_200,649,11.67,11.67,0,155,155,0.005810598869568237,5.84
650,16,department_16,0,class_160,0,subclass_1600,650,660.86,660.86,0,155,155,3.012046441808166e-08,330.43
651,4,department_4,0,class_40,0,subclass_400,651,58.29,58.29,0,155,155,7.018688368407341e-05,17.49
652,12,department_12,0,class_120,1,subclass_1201,652,398.75,398.75,0,155,155,1.5538510628197388e-07,199.38
653,9,department_9,2,class_92,1,subclass_921,653,191.33,191.33,0,155,155,1.179138414617132e-06,95.66
654,2,department_2,0,class_20,0,subclass_200,654,11.67,11.67,0,155,155,0.005810598869568237,5.84
655,15,department_15,0,class_150,0,subclass_1500,655,542.4,542.4,0,155,155,5.478469047893693e-08,162.72
656,3,department_3,0,class_30,1,subclass_301,656,40.0,40.0,0,155,155,0.00025119543689334605,20.0
657,4,department_4,0,class_40,0,subclass_400,657,38.86,38.86,0,155,155,0.00015792673587322918,11.66
658,2,department_2,0,class_20,1,subclass_201,658,11.67,11.67,0,155,155,0.005810598869568237,5.84
659,13,department_13,1,class_131,0,subclass_1310,659,510.0,510.0,0,155,155,9.688268299478855e-08,153.0
660,8,department_8,1,class_81,0,subclass_810,660,146.25,146.25,0,155,155,2.943460812013451e-06,43.88
661,11,department_11,2,class_112,0,subclass_1120,661,244.0,244.0,0,155,155,6.89638391730746e-07,73.2
662,6,department_6,0,class_60,0,subclass_600,662,101.75,101.75,0,155,155,1.0546115643194555e-05,50.88
663,3,department_3,0,class_30,1,subclass_301,663,20.0,20.0,0,155,155,0.001004796741775138,6.0
664,0,department_0,0,class_00,1,subclass_001,664,2.29,2.29,0,155,155,0.7627619598752702,1.14
665,7,department_7,0,class_70,0,subclass_700,665,128.57,128.57,0,155,155,5.1456388769827966e-06,38.57
666,3,department_3,0,class_30,0,subclass_300,666,20.0,20.0,0,155,155,0.001004796741775138,10.0
667,19,department_19,0,class_190,1,subclass_1901,667,905.0,905.0,0,155,155,1.0051351245358104e-08,271.5
668,14,department_14,0,class_140,0,subclass_1400,668,394.0,394.0,0,155,155,1.2487226603775958e-07,118.2
669,4,department_4,0,class_40,0,subclass_400,669,63.14,63.14,0,155,155,5.981767860442296e-05,31.57
670,2,department_2,0,class_20,1,subclass_201,670,13.33,13.33,0,155,155,0.004453507568384692,6.66
671,10,department_10,0,class_100,0,subclass_1000,671,303.0,303.0,0,155,155,4.322393161568282e-07,151.5
672,15,department_15,0,class_150,1,subclass_1501,672,452.0,452.0,0,155,155,8.10891038801955e-08,135.6
673,2,department_2,0,class_20,1,subclass_201,673,11.67,11.67,0,155,155,0.005810598869568237,2.33
674,6,department_6,2,class_62,1,subclass_621,674,101.75,101.75,0,155,155,1.0519290777829014e-05,50.88
675,2,department_2,0,class_20,0,subclass_200,675,15.0,15.0,0,155,155,0.0035170605533506277,4.5
676,19,department_19,1,class_191,1,subclass_1911,676,905.0,905.0,0,155,155,7.796984911866156e-09,271.5
677,12,department_12,1,class_121,0,subclass_1210,677,362.5,362.5,0,155,155,2.1116391682048718e-07,108.75
678,3,department_3,0,class_30,1,subclass_301,678,30.0,30.0,0,155,155,0.00044657355297381054,9.0
679,2,department_2,0,class_20,0,subclass_200,679,13.33,13.33,0,155,155,0.004453507568384692,2.67
680,2,department_2,0,class_20,0,subclass_200,680,10.0,10.0,0,155,155,0.007913392492622977,5.0
681,2,department_2,0,class_20,1,subclass_201,681,18.33,18.33,0,155,155,0.0023552506340950696,5.5
682,14,department_14,0,class_140,0,subclass_1400,682,459.67,459.67,0,155,155,9.041548767878937e-08,137.9
683,19,department_19,0,class_190,1,subclass_1901,683,905.0,905.0,0,155,155,1.0051351245358104e-08,271.5
684,3,department_3,0,class_30,1,subclass_301,684,25.0,25.0,0,155,155,0.0006430681154318777,5.0
685,14,department_14,1,class_141,0,subclass_1410,685,591.0,591.0,0,155,155,5.319714940692831e-08,295.5
686,8,department_8,0,class_80,1,subclass_801,686,146.25,146.25,0,155,155,3.0167510755837435e-06,43.88
687,2,department_2,0,class_20,0,subclass_200,687,10.0,10.0,0,155,155,0.007913392492622977,5.0
688,2,department_2,0,class_20,0,subclass_200,688,15.0,15.0,0,155,155,0.0035170605533506277,7.5
689,9,department_9,0,class_90,1,subclass_901,689,218.67,218.67,0,155,155,1.0478288810600163e-06,109.34
690,3,department_3,0,class_30,1,subclass_301,690,20.0,20.0,0,155,155,0.001004796741775138,4.0
691,8,department_8,1,class_81,1,subclass_811,691,211.25,211.25,0,155,155,1.4081686145265337e-06,63.38
692,11,department_11,1,class_111,0,subclass_1110,692,418.29,418.29,0,155,155,1.63834646088328e-07,83.66
693,3,department_3,0,class_30,0,subclass_300,693,35.0,35.0,0,155,155,0.0003280935292282228,10.5
694,7,department_7,0,class_70,0,subclass_700,694,157.14,157.14,0,155,155,3.4429977379685005e-06,78.57
695,0,department_0,0,class_00,1,subclass_001,695,2.86,2.86,0,155,155,0.4890214654885421,1.43
696,3,department_3,0,class_30,1,subclass_301,696,25.0,25.0,0,155,155,0.0006430681154318777,7.5
697,8,department_8,1,class_81,0,subclass_810,697,195.0,195.0,0,155,155,1.6535100523351673e-06,97.5
698,3,department_3,0,class_30,1,subclass_301,698,25.0,25.0,0,155,155,0.0006430681154318777,5.0
699,6,department_6,2,class_62,0,subclass_620,699,101.75,101.75,0,155,155,1.0519290777829014e-05,30.52
prod_id,prod_dept,dept_label,prod_class,class_labels,prod_subclass,subclass_labels,subclass_coefficients,prod_base_price,prod_md1,start_date,end_date,md1_week,pareto_weights,margin
0,13,department_13,1,class_131,1,subclass_1311,0,340.0,340.0,0,155,155,2.2423362080226958e-07,170.0
1,4,department_4,0,class_40,1,subclass_401,1,34.0,34.0,0,155,155,0.00020630352118086804,10.2
2,12,department_12,0,class_120,1,subclass_1201,2,543.75,543.75,0,155,155,8.125243940441969e-08,163.12
3,7,department_7,0,class_70,1,subclass_701,3,100.0,100.0,0,155,155,8.509130940666356e-06,50.0
4,4,department_4,0,class_40,0,subclass_400,4,53.43,53.43,0,155,155,8.353695953872392e-05,16.03
5,15,department_15,0,class_150,1,subclass_1501,5,723.2,723.2,0,155,155,2.862973397200365e-08,361.6
6,2,department_2,0,class_20,0,subclass_200,6,13.33,13.33,0,155,155,0.004453507568384692,6.66
7,17,department_17,0,class_170,1,subclass_1701,7,1063.33,1063.33,0,155,155,7.366822650632713e-09,319.0
8,2,department_2,0,class_20,0,subclass_200,8,16.67,16.67,0,155,155,0.0028476789111102027,8.34
9,2,department_2,0,class_20,1,subclass_201,9,15.0,15.0,0,155,155,0.0035170605533506277,7.5
10,12,department_12,1,class_121,0,subclass_1210,10,290.0,290.0,0,155,155,3.3275503286080915e-07,145.0
11,2,department_2,0,class_20,1,subclass_201,11,13.33,13.33,0,155,155,0.004453507568384692,6.66
12,3,department_3,0,class_30,1,subclass_301,12,40.0,40.0,0,155,155,0.00025119543689334605,20.0
13,3,department_3,0,class_30,1,subclass_301,13,30.0,30.0,0,155,155,0.00044657355297381054,9.0
14,2,department_2,0,class_20,0,subclass_200,14,18.33,18.33,0,155,155,0.0023552506340950696,5.5
15,19,department_19,1,class_191,1,subclass_1911,15,724.0,724.0,0,155,155,1.499420175358876e-08,217.2
16,2,department_2,0,class_20,1,subclass_201,16,13.33,13.33,0,155,155,0.004453507568384692,4.0
17,2,department_2,0,class_20,1,subclass_201,17,15.0,15.0,0,155,155,0.0035170605533506277,3.0
18,3,department_3,0,class_30,0,subclass_300,18,20.0,20.0,0,155,155,0.001004796741775138,10.0
19,3,department_3,0,class_30,1,subclass_301,19,30.0,30.0,0,155,155,0.00044657355297381054,15.0
20,15,department_15,0,class_150,0,subclass_1500,20,452.0,452.0,0,155,155,8.10891038801955e-08,226.0
21,8,department_8,0,class_80,1,subclass_801,21,195.0,195.0,0,155,155,1.694735825593457e-06,58.5
22,13,department_13,0,class_130,0,subclass_1300,22,340.0,340.0,0,155,155,2.150643532801309e-07,170.0
23,17,department_17,0,class_170,1,subclass_1701,23,773.33,773.33,0,155,155,1.8379357682186925e-08,154.67
24,6,department_6,1,class_61,0,subclass_610,24,120.25,120.25,0,155,155,6.923417953499835e-06,36.07
25,17,department_17,1,class_171,1,subclass_1711,25,966.67,966.67,0,155,155,9.36473474984407e-09,483.34
26,17,department_17,2,class_172,0,subclass_1720,26,773.33,773.33,0,155,155,1.4688181974760086e-08,386.66
27,9,department_9,1,class_91,0,subclass_910,27,218.67,218.67,0,155,155,1.1403893941853278e-06,65.6
28,9,department_9,1,class_91,0,subclass_910,28,273.33,273.33,0,155,155,7.280901373532469e-07,82.0
29,3,department_3,0,class_30,1,subclass_301,29,40.0,40.0,0,155,155,0.00025119543689334605,12.0
30,6,department_6,2,class_62,0,subclass_620,30,92.5,92.5,0,155,155,1.2729391435295858e-05,27.75
31,2,department_2,0,class_20,0,subclass_200,31,16.67,16.67,0,155,155,0.0028476789111102027,8.34
32,19,department_19,0,class_190,0,subclass_1900,32,905.0,905.0,0,155,155,1.0051351245358104e-08,452.5
33,12,department_12,1,class_121,1,subclass_1211,33,471.25,471.25,0,155,155,1.2290843219950398e-07,141.38
34,2,department_2,0,class_20,1,subclass_201,34,11.67,11.67,0,155,155,0.005810598869568237,5.84
35,13,department_13,1,class_131,1,subclass_1311,35,425.0,425.0,0,155,155,1.4171021310302186e-07,127.5
36,17,department_17,2,class_172,0,subclass_1720,36,966.67,966.67,0,155,155,7.600936750028478e-09,290.0
37,14,department_14,0,class_140,0,subclass_1400,37,459.67,459.67,0,155,155,9.041548767878937e-08,137.9
38,8,department_8,2,class_82,1,subclass_821,38,260.0,260.0,0,155,155,9.043364712101927e-07,130.0
39,3,department_3,0,class_30,1,subclass_301,39,30.0,30.0,0,155,155,0.00044657355297381054,9.0
40,9,department_9,2,class_92,0,subclass_920,40,191.33,191.33,0,155,155,1.179138414617132e-06,57.4
41,12,department_12,1,class_121,0,subclass_1210,41,435.0,435.0,0,155,155,1.451144216874728e-07,217.5
42,12,department_12,0,class_120,1,subclass_1201,42,398.75,398.75,0,155,155,1.5538510628197388e-07,119.62
43,14,department_14,0,class_140,0,subclass_1400,43,394.0,394.0,0,155,155,1.2487226603775958e-07,78.8
44,9,department_9,0,class_90,0,subclass_900,44,191.33,191.33,0,155,155,1.370212685899939e-06,57.4
45,12,department_12,1,class_121,0,subclass_1210,45,398.75,398.75,0,155,155,1.736482005766413e-07,199.38
46,13,department_13,1,class_131,0,subclass_1310,46,425.0,425.0,0,155,155,1.4171021310302186e-07,212.5
47,3,department_3,0,class_30,1,subclass_301,47,20.0,20.0,0,155,155,0.001004796741775138,10.0
48,2,department_2,0,class_20,1,subclass_201,48,20.0,20.0,0,155,155,0.0019783443746053055,6.0
49,3,department_3,0,class_30,0,subclass_300,49,30.0,30.0,0,155,155,0.00044657355297381054,15.0
50,8,department_8,2,class_82,1,subclass_821,50,162.5,162.5,0,155,155,2.3228983512099594e-06,48.75
51,3,department_3,0,class_30,0,subclass_300,51,20.0,20.0,0,155,155,0.001004796741775138,6.0
52,3,department_3,0,class_30,1,subclass_301,52,25.0,25.0,0,155,155,0.0006430681154318777,7.5
53,14,department_14,1,class_141,1,subclass_1411,53,394.0,394.0,0,155,155,1.25941170229584e-07,118.2
54,9,department_9,2,class_92,0,subclass_920,54,273.33,273.33,0,155,155,5.752227437168719e-07,82.0
55,10,department_10,0,class_100,0,subclass_1000,55,269.33,269.33,0,155,155,5.483941938680666e-07,134.66
56,15,department_15,0,class_150,1,subclass_1501,56,452.0,452.0,0,155,155,8.10891038801955e-08,135.6
57,3,department_3,0,class_30,1,subclass_301,57,25.0,25.0,0,155,155,0.0006430681154318777,12.5
58,2,department_2,0,class_20,1,subclass_201,58,18.33,18.33,0,155,155,0.0023552506340950696,9.16
59,0,department_0,0,class_00,0,subclass_000,59,2.29,2.29,0,155,155,0.7627619598752702,1.14
60,9,department_9,1,class_91,0,subclass_910,60,191.33,191.33,0,155,155,1.4911159484648795e-06,95.66
61,4,department_4,0,class_40,0,subclass_400,61,43.71,43.71,0,155,155,0.0001248233959399563,21.86
62,4,department_4,0,class_40,0,subclass_400,62,34.0,34.0,0,155,155,0.00020630352118086804,17.0
63,2,department_2,0,class_20,1,subclass_201,63,18.33,18.33,0,155,155,0.0023552506340950696,5.5
64,12,department_12,0,class_120,0,subclass_1200,64,326.25,326.25,0,155,155,2.34586673458848e-07,97.88
65,3,department_3,0,class_30,0,subclass_300,65,30.0,30.0,0,155,155,0.00044657355297381054,6.0
66,3,department_3,0,class_30,0,subclass_300,66,25.0,25.0,0,155,155,0.0006430681154318777,12.5
67,8,department_8,2,class_82,0,subclass_820,67,162.5,162.5,0,155,155,2.3228983512099594e-06,81.25
68,9,department_9,0,class_90,1,subclass_901,68,191.33,191.33,0,155,155,1.370212685899939e-06,95.66
69,3,department_3,0,class_30,1,subclass_301,69,20.0,20.0,0,155,155,0.001004796741775138,6.0
70,7,department_7,0,class_70,1,subclass_701,70,128.57,128.57,0,155,155,5.1456388769827966e-06,38.57
71,7,department_7,0,class_70,0,subclass_700,71,142.86,142.86,0,155,155,4.166758274706023e-06,42.86
72,2,department_2,0,class_20,0,subclass_200,72,15.0,15.0,0,155,155,0.0035170605533506277,4.5
73,3,department_3,0,class_30,0,subclass_300,73,20.0,20.0,0,155,155,0.001004796741775138,10.0
74,12,department_12,0,class_120,0,subclass_1200,74,543.75,543.75,0,155,155,8.125243940441969e-08,271.88
75,3,department_3,0,class_30,1,subclass_301,75,25.0,25.0,0,155,155,0.0006430681154318777,12.5
76,18,department_18,1,class_181,0,subclass_1810,76,1137.5,1137.5,0,155,155,3.944632075425233e-09,341.25
77,15,department_15,0,class_150,0,subclass_1500,77,813.6,813.6,0,155,155,2.1572047295529598e-08,244.08
78,19,department_19,0,class_190,1,subclass_1901,78,724.0,724.0,0,155,155,1.8516649149669928e-08,217.2
79,17,department_17,0,class_170,1,subclass_1701,79,580.0,580.0,0,155,155,3.6561441023101034e-08,174.0
80,9,department_9,0,class_90,1,subclass_901,80,218.67,218.67,0,155,155,1.0478288810600163e-06,65.6
81,2,department_2,0,class_20,0,subclass_200,81,10.0,10.0,0,155,155,0.007913392492622977,5.0
82,15,department_15,0,class_150,1,subclass_1501,82,542.4,542.4,0,155,155,5.478469047893693e-08,162.72
83,12,department_12,0,class_120,1,subclass_1201,83,362.5,362.5,0,155,155,1.8906557272393962e-07,108.75
84,10,department_10,0,class_100,1,subclass_1001,84,370.33,370.33,0,155,155,2.877033015134199e-07,111.1
