,promo_id,promo_cat,promo_discount,start_date,end_date,promo_prods,promo_stores,BX
259,259,2,0.1,151,152,364,53,0
259,259,2,0.1,151,152,500,41,0
259,259,3,0.25,151,152,472,52,3
259,259,1,0.25,151,152,483,22,0
259,259,1,0.25,151,152,34,26,0
259,259,0,0.5,151,152,255,94,0
259,259,2,0.1,151,152,193,64,0
259,259,2,0.1,151,152,38,76,0
259,259,1,0.25,151,152,387,96,0
259,259,1,0.25,151,152,177,71,0
259,259,2,0.1,151,152,521,31,0
259,259,1,0.25,151,152,117,51,0
259,259,1,0.25,151,152,238,70,0
259,259,2,0.1,151,152,221,3,0
259,259,2,0.1,151,152,100,86,0
259,259,1,0.25,151,152,224,57,0
259,259,2,0.1,151,152,461,8,0
260,260,3,0.33,150,151,567,44,2
260,260,2,0.1,150,151,387,37,0
260,260,0,0.5,150,151,506,57,0
260,260,1,0.25,150,151,397,82,0
260,260,1,0.25,150,151,132,50,0
260,260,2,0.1,150,151,590,47,0
260,260,0,0.5,150,151,5,7,0
260,260,2,0.1,150,151,681,3,0
260,260,3,0.25,150,151,322,72,3
260,260,2,0.1,150,151,525,77,0
260,260,1,0.25,150,151,301,95,0
260,260,1,0.25,150,151,586,83,0
260,260,3,0.25,150,151,90,12,3
260,260,2,0.1,150,151,686,75,0
260,260,2,0.1,150,151,247,65,0
260,260,1,0.25,150,151,128,73,0
260,260,2,0.1,150,151,483,16,0
260,260,2,0.1,150,151,487,46,0
260,260,2,0.1,150,151,75,38,0
260,260,3,0.33,150,151,437,28,2
260,260,3,0.25,150,151,41,48,3
260,260,1,0.25,150,151,111,58,0
260,260,2,0.1,150,151,93,63,0
260,260,2,0.1,150,151,47,10,0
261,261,2,0.1,57,58,227,57,0
261,261,1,0.25,57,58,470,56,0
261,261,1,0.25,57,58,255,25,0
261,261,1,0.25,57,58,680,91,0
261,261,2,0.1,57,58,311,0,0
261,261,1,0.25,57,58,376,8,0
261,261,2,0.1,57,58,357,1,0
261,261,1,0.25,57,58,147,89,0
261,261,2,0.1,57,58,265,16,0
261,261,1,0.25,57,58,602,87,0
261,261,0,0.5,57,58,214,19,0
261,261,1,0.25,57,58,416,82,0
261,261,3,0.25,57,58,50,30,3
261,261,1,0.25,57,58,273,85,0
261,261,1,0.25,57,58,485,38,0
261,261,1,0.25,57,58,257,58,0
261,261,3,0.25,57,58,587,95,3
261,261,2,0.1,57,58,197,61,0
261,261,2,0.1,57,58,152,11,0
261,261,2,0.1,57,58,666,23,0
261,261,3,0.25,57,58,636,41,3
261,261,2,0.1,57,58,529,64,0
261,261,1,0.25,57,58,154,37,0
261,261,2,0.1,57,58,614,24,0
261,261,2,0.1,57,58,418,55,0
262,262,1,0.25,63,64,259,98,0
262,262,4,0.06,63,64,138,90,0
262,262,3,0.25,63,64,163,11,3
263,263,2,0.1,138,139,672,90,0
263,263,3,0.5,138,139,230,64,1
263,263,0,0.5,138,139,684,4,0
263,263,2,0.1,138,139,642,89,0
263,263,3,0.25,138,139,90,19,3
263,263,1,0.25,138,139,352,73,0
263,263,1,0.25,138,139,436,66,0
263,263,1,0.25,138,139,648,38,0
263,263,2,0.1,138,139,211,86,0
263,263,2,0.1,138,139,424,11,0
263,263,0,0.5,138,139,325,67,0
263,263,2,0.1,138,139,595,40,0
263,263,2,0.1,138,139,9,5,0
263,263,1,0.25,138,139,653,70,0
263,263,2,0.1,138,139,430,54,0
263,263,1,0.25,138,139,178,84,0
263,263,3,0.33,138,139,586,96,2
263,263,2,0.1,138,139,160,9,0
263,263,0,0.5,138,139,414,59,0
263,263,1,0.25,138,139,496,71,0
263,263,1,0.25,138,139,602,14,0
263,263,0,0.5,138,139,607,21,0
263,263,0,0.5,138,139,53,2,0
263,263,2,0.1,138,139,320,56,0
263,263,2,0.1,138,139,232,68,0
263,263,2,0.1,138,139,84,65,0
263,263,3,0.25,138,139,35,26,3
263,263,2,0.1,138,139,47,53,0
263,263,1,0.25,138,139,105,0,0
264,264,0,0.5,68,69,583,95,0
264,264,2,0.1,68,69,658,15,0
264,264,2,0.1,68,69,396,9,0
264,264,1,0.25,68,69,697,2,0
264,264,3,0.5,68,69,528,3,1
264,264,2,0.1,68,69,3,64,0
264,264,2,0.1,68,69,362,49,0
264,264,3,0.25,68,69,224,18,3
264,264,1,0.25,68,69,350,1,0
264,264,2,0.1,68,69,544,58,0
264,264,3,0.25,68,69,656,56,3
264,264,2,0.1,68,69,325,63,0
264,264,1,0.25,68,69,608,38,0
264,264,3,0.25,68,69,27,13,3
264,264,3,0.25,68,69,677,62,3
264,264,1,0.25,68,69,590,5,0
264,264,2,0.1,68,69,662,27,0
264,264,2,0.1,68,69,377,7,0
264,264,3,0.33,68,69,170,96,2
264,264,1,0.25,68,69,671,93,0
264,264,2,0.1,68,69,657,11,0
264,264,1,0.25,68,69,669,0,0
264,264,2,0.1,68,69,231,44,0
264,264,1,0.25,68,69,38,19,0
265,265,2,0.1,98,99,606,11,0
265,265,2,0.1,98,99,540,20,0
265,265,1,0.25,98,99,634,25,0
265,265,2,0.1,98,99,101,14,0
265,265,1,0.25,98,99,588,64,0
265,265,2,0.1,98,99,450,18,0
265,265,1,0.25,98,99,6,4,0
265,265,1,0.25,98,99,613,88,0
265,265,2,0.1,98,99,321,91,0
265,265,3,0.25,98,99,129,73,3
265,265,1,0.25,98,99,238,22,0
265,265,2,0.1,98,99,636,41,0
265,265,1,0.25,98,99,404,23,0
265,265,1,0.25,98,99,434,75,0
265,265,1,0.25,98,99,229,37,0
265,265,2,0.1,98,99,459,96,0
265,265,2,0.1,98,99,89,78,0
265,265,2,0.1,98,99,310,90,0
265,265,1,0.25,98,99,306,15,0
265,265,2,0.1,98,99,413,8,0
265,265,2,0.1,98,99,534,27,0
265,265,2,0.1,98,99,626,62,0
265,265,1,0.25,98,99,382,19,0
265,265,3,0.33,98,99,354,72,2
265,265,2,0.1,98,99,373,3,0
265,265,2,0.1,98,99,492,1,0
265,265,1,0.25,98,99,374,33,0
265,265,2,0.1,98,99,667,9,0
266,266,0,0.5,147,148,130,38,0
267,267,4,0.2,59,60,413,25,0
267,267,4,0.04,59,60,46,17,0
267,267,4,0.01,59,60,71,14,0
267,267,2,0.1,59,60,652,87,0
267,267,0,0.5,59,60,263,22,0
267,267,2,0.1,59,60,669,72,0
267,267,4,0.09,59,60,127,97,0
267,267,1,0.25,59,60,4,24,0
267,267,1,0.25,59,60,307,61,0
267,267,3,0.25,59,60,95,15,3
267,267,2,0.1,59,60,687,26,0
267,267,1,0.25,59,60,109,69,0
267,267,3,0.5,59,60,683,59,1
267,267,2,0.1,59,60,377,79,0
267,267,1,0.25,59,60,388,80,0
267,267,3,0.33,59,60,549,33,2
267,267,2,0.1,59,60,583,27,0
268,268,1,0.25,19,20,470,14,0
268,268,2,0.1,19,20,194,91,0
268,268,3,0.33,19,20,149,60,2
268,268,3,0.25,19,20,552,25,3
268,268,0,0.5,19,20,278,80,0
268,268,2,0.1,19,20,394,93,0
268,268,1,0.25,19,20,257,4,0
268,268,2,0.1,19,20,501,33,0
268,268,2,0.1,19,20,179,23,0
268,268,2,0.1,19,20,692,31,0
268,268,2,0.1,19,20,221,96,0
268,268,2,0.1,19,20,1,48,0
268,268,1,0.25,19,20,249,63,0
268,268,2,0.1,19,20,345,61,0
268,268,2,0.1,19,20,317,79,0
268,268,0,0.5,19,20,78,53,0
268,268,2,0.1,19,20,217,92,0
268,268,1,0.25,19,20,63,59,0
268,268,2,0.1,19,20,229,45,0
268,268,2,0.1,19,20,309,0,0
268,268,2,0.1,19,20,364,34,0
268,268,0,0.5,19,20,491,43,0
268,268,3,0.25,19,20,631,27,3
268,268,2,0.1,19,20,82,46,0
268,268,1,0.25,19,20,641,68,0
268,268,2,0.1,19,20,225,51,0
268,268,2,0.1,19,20,621,12,0
269,269,2,0.1,59,60,367,75,0
269,269,1,0.25,59,60,186,45,0
269,269,1,0.25,59,60,571,81,0
269,269,2,0.1,59,60,61,0,0
269,269,1,0.25,59,60,2,38,0
269,269,2,0.1,59,60,653,10,0
269,269,2,0.1,59,60,119,55,0
269,269,2,0.1,59,60,629,1,0
269,269,2,0.1,59,60,429,9,0
269,269,2,0.1,59,60,280,19,0
269,269,2,0.1,59,60,384,21,0
269,269,2,0.1,59,60,244,44,0
269,269,2,0.1,59,60,622,6,0
269,269,1,0.25,59,60,497,43,0
269,269,2,0.1,59,60,699,76,0
269,269,0,0.5,59,60,28,37,0
269,269,1,0.25,59,60,680,17,0
269,269,1,0.25,59,60,321,20,0
269,269,2,0.1,59,60,81,82,0
269,269,2,0.1,59,60,540,34,0
269,269,2,0.1,59,60,453,85,0
270,270,1,0.25,49,50,140,25,0
270,270,3,0.25,49,50,76,1,3
270,270,2,0.1,49,50,446,9,0
270,270,1,0.25,49,50,13,12,0
270,270,2,0.1,49,50,367,60,0
270,270,4,0.18,49,50,399,71,0
270,270,2,0.1,49,50,355,31,0
270,270,2,0.1,49,50,264,73,0
270,270,4,0.01,49,50,308,29,0
270,270,1,0.25,49,50,426,24,0
271,271,2,0.1,59,60,371,72,0
271,271,2,0.1,59,60,568,64,0
271,271,2,0.1,59,60,42,92,0
271,271,3,0.33,59,60,445,60,2
271,271,1,0.25,59,60,256,65,0
271,271,1,0.25,59,60,585,43,0
271,271,1,0.25,59,60,653,24,0
271,271,0,0.5,59,60,582,25,0
271,271,3,0.25,59,60,364,2,3
271,271,2,0.1,59,60,631,47,0
271,271,1,0.25,59,60,606,50,0
271,271,1,0.25,59,60,486,48,0
271,271,1,0.25,59,60,413,77,0
271,271,0,0.5,59,60,50,20,0
271,271,0,0.5,59,60,693,55,0
271,271,2,0.1,59,60,286,86,0
271,271,1,0.25,59,60,320,68,0
271,271,2,0.1,59,60,44,36,0
271,271,3,0.5,59,60,539,61,1
271,271,1,0.25,59,60,301,98,0
271,271,2,0.1,59,60,583,67,0
271,271,3,0.25,59,60,504,31,3
271,271,0,0.5,59,60,672,63,0
271,271,2,0.1,59,60,111,78,0
271,271,2,0.1,59,60,368,57,0
271,271,1,0.25,59,60,382,18,0
271,271,2,0.1,59,60,430,9,0
271,271,2,0.1,59,60,449,74,0
272,272,2,0.1,94,95,600,25,0
272,272,0,0.5,94,95,277,22,0
272,272,1,0.25,94,95,212,45,0
272,272,4,0.33,94,95,436,85,0
272,272,4,0.0,94,95,573,61,0
272,272,2,0.1,94,95,480,82,0
272,272,1,0.25,94,95,696,92,0
272,272,4,0.18,94,95,261,23,0
272,272,1,0.25,94,95,537,77,0
272,272,2,0.1,94,95,112,38,0
272,272,4,0.0,94,95,195,69,0
272,272,0,0.5,94,95,306,73,0
272,272,2,0.1,94,95,526,53,0
272,272,1,0.25,94,95,276,32,0
272,272,2,0.1,94,95,463,62,0
272,272,2,0.1,94,95,193,89,0
272,272,1,0.25,94,95,344,4,0
272,272,3,0.25,94,95,204,95,3
272,272,1,0.25,94,95,522,80,0
272,272,3,0.25,94,95,347,51,3
272,272,2,0.1,94,95,508,15,0
273,273,2,0.1,48,49,380,8,0
273,273,3,0.33,48,49,3,32,2
273,273,2,0.1,48,49,32,22,0
273,273,2,0.1,48,49,27,97,0
273,273,2,0.1,48,49,252,43,0
273,273,2,0.1,48,49,198,44,0
273,273,1,0.25,48,49,257,62,0
273,273,2,0.1,48,49,246,10,0
273,273,2,0.1,48,49,94,66,0
273,273,1,0.25,48,49,62,4,0
273,273,3,0.25,48,49,76,16,3
273,273,1,0.25,48,49,413,95,0
273,273,1,0.25,48,49,530,48,0
273,273,2,0.1,48,49,186,89,0
273,273,2,0.1,48,49,638,46,0
273,273,2,0.1,48,49,121,63,0
273,273,3,0.25,48,49,518,87,3
273,273,2,0.1,48,49,550,75,0
273,273,1,0.25,48,49,635,13,0
273,273,3,0.33,48,49,136,93,2
273,273,3,0.25,48,49,28,53,3
273,273,0,0.5,48,49,293,76,0
273,273,1,0.25,48,49,366,86,0
274,274,2,0.1,68,69,519,56,0
274,274,4,0.31,68,69,19,48,0
274,274,1,0.25,68,69,510,96,0
274,274,2,0.1,68,69,570,50,0
274,274,1,0.25,68,69,663,69,0
274,274,2,0.1,68,69,348,73,0
274,274,3,0.25,68,69,420,37,3
274,274,2,0.1,68,69,275,27,0
275,275,1,0.25,32,33,259,50,0
275,275,2,0.1,32,33,216,69,0
275,275,4,0.42,32,33,303,0,0
275,275,2,0.1,32,33,532,64,0
275,275,2,0.1,32,33,117,36,0
275,275,2,0.1,32,33,361,75,0
275,275,3,0.33,32,33,690,58,2
275,275,4,0.14,32,33,199,86,0
275,275,4,0.23,32,33,345,72,0
275,275,2,0.1,32,33,678,30,0
275,275,1,0.25,32,33,400,42,0
275,275,0,0.5,32,33,428,31,0
275,275,1,0.25,32,33,624,48,0
275,275,4,0.13,32,33,6,17,0
275,275,1,0.25,32,33,329,92,0
275,275,1,0.25,32,33,277,28,0
275,275,0,0.5,32,33,590,47,0
275,275,4,0.25,32,33,143,32,0
275,275,1,0.25,32,33,60,74,0
275,275,1,0.25,32,33,44,79,0
275,275,2,0.1,32,33,686,52,0
275,275,3,0.25,32,33,409,29,3
275,275,3,0.25,32,33,425,27,3
276,276,2,0.1,81,82,109,29,0
276,276,2,0.1,81,82,336,19,0
276,276,3,0.25,81,82,441,15,3
276,276,2,0.1,81,82,542,98,0
276,276,1,0.25,81,82,75,61,0
276,276,3,0.25,81,82,128,0,3
276,276,1,0.25,81,82,634,42,0
276,276,2,0.1,81,82,400,39,0
276,276,2,0.1,81,82,519,12,0
276,276,1,0.25,81,82,636,82,0
276,276,1,0.25,81,82,245,73,0
276,276,2,0.1,81,82,605,74,0
276,276,3,0.25,81,82,360,17,3
276,276,2,0.1,81,82,331,83,0
276,276,2,0.1,81,82,289,34,0
276,276,0,0.5,81,82,171,88,0
276,276,2,0.1,81,82,410,4,0
276,276,1,0.25,81,82,17,1,0
276,276,2,0.1,81,82,94,10,0
276,276,2,0.1,81,82,23,3,0
276,276,2,0.1,81,82,356,70,0
276,276,2,0.1,81,82,333,75,0
276,276,2,0.1,81,82,435,43,0
276,276,0,0.5,81,82,196,89,0
276,276,2,0.1,81,82,308,55,0
276,276,1,0.25,81,82,198,92,0
276,276,2,0.1,81,82,650,46,0
276,276,2,0.1,81,82,140,16,0
276,276,1,0.25,81,82,596,93,0
277,277,1,0.25,14,15,197,69,0
277,277,1,0.25,14,15,39,91,0
277,277,1,0.25,14,15,386,92,0
277,277,1,0.25,14,15,523,57,0
277,277,2,0.1,14,15,610,86,0
277,277,1,0.25,14,15,107,14,0
277,277,1,0.25,14,15,314,44,0
277,277,1,0.25,14,15,309,42,0
277,277,3,0.25,14,15,604,85,3
277,277,1,0.25,14,15,473,50,0
277,277,3,0.33,14,15,340,76,2
277,277,1,0.25,14,15,151,71,0
277,277,2,0.1,14,15,426,35,0
277,277,2,0.1,14,15,196,84,0
277,277,1,0.25,14,15,320,78,0
277,277,2,0.1,14,15,396,36,0
277,277,3,0.25,14,15,172,47,3
277,277,1,0.25,14,15,565,67,0
277,277,3,0.5,14,15,436,56,1
277,277,1,0.25,14,15,529,27,0
277,277,1,0.25,14,15,7,17,0
277,277,1,0.25,14,15,275,55,0
277,277,1,0.25,14,15,95,10,0
278,278,2,0.1,96,97,474,94,0
278,278,1,0.25,96,97,570,89,0
278,278,2,0.1,96,97,692,54,0
278,278,0,0.5,96,97,540,53,0
278,278,2,0.1,96,97,446,13,0
278,278,1,0.25,96,97,205,59,0
278,278,2,0.1,96,97,214,69,0
278,278,2,0.1,96,97,686,2,0
278,278,2,0.1,96,97,687,20,0
279,279,2,0.1,112,113,48,2,0
279,279,1,0.25,112,113,402,92,0
279,279,1,0.25,112,113,505,27,0
279,279,2,0.1,112,113,418,49,0
279,279,2,0.1,112,113,62,53,0
279,279,1,0.25,112,113,237,58,0
279,279,2,0.1,112,113,589,0,0
279,279,1,0.25,112,113,481,89,0
279,279,2,0.1,112,113,499,62,0
279,279,2,0.1,112,113,2,18,0
279,279,2,0.1,112,113,513,43,0
279,279,1,0.25,112,113,549,7,0
279,279,1,0.25,112,113,145,47,0
279,279,0,0.5,112,113,272,23,0
279,279,2,0.1,112,113,235,82,0
279,279,1,0.25,112,113,640,3,0
279,279,2,0.1,112,113,598,37,0
279,279,1,0.25,112,113,128,86,0
279,279,3,0.25,112,113,69,75,3
279,279,1,0.25,112,113,206,28,0
279,279,2,0.1,112,113,526,59,0
280,280,2,0.1,1,2,585,83,0
280,280,0,0.5,1,2,405,32,0
280,280,2,0.1,1,2,372,98,0
280,280,1,0.25,1,2,469,18,0
280,280,2,0.1,1,2,191,48,0
280,280,1,0.25,1,2,403,36,0
280,280,4,0.02,1,2,646,5,0
280,280,2,0.1,1,2,408,81,0
280,280,2,0.1,1,2,210,53,0
280,280,1,0.25,1,2,323,14,0
280,280,4,0.11,1,2,518,49,0
281,281,2,0.1,53,54,428,55,0
281,281,2,0.1,53,54,441,3,0
281,281,2,0.1,53,54,152,56,0
281,281,2,0.1,53,54,156,6,0
281,281,2,0.1,53,54,443,71,0
281,281,1,0.25,53,54,594,78,0
282,282,3,0.25,109,110,655,61,3
282,282,1,0.25,109,110,322,43,0
282,282,1,0.25,109,110,330,35,0
282,282,1,0.25,109,110,94,55,0
282,282,2,0.1,109,110,186,77,0
282,282,3,0.33,109,110,284,68,2
282,282,2,0.1,109,110,393,64,0
282,282,0,0.5,109,110,399,1,0
282,282,2,0.1,109,110,144,22,0
282,282,0,0.5,109,110,155,93,0
282,282,1,0.25,109,110,609,14,0
283,283,2,0.1,107,108,135,29,0
283,283,2,0.1,107,108,164,93,0
283,283,2,0.1,107,108,298,26,0
284,284,2,0.1,13,14,295,58,0
284,284,0,0.5,13,14,676,21,0
284,284,3,0.25,13,14,166,47,3
284,284,3,0.25,13,14,636,48,3
284,284,2,0.1,13,14,694,29,0
284,284,2,0.1,13,14,269,11,0
284,284,1,0.25,13,14,610,65,0
284,284,3,0.25,13,14,338,19,3
284,284,1,0.25,13,14,396,74,0
284,284,4,0.0,13,14,573,53,0
284,284,2,0.1,13,14,408,17,0
284,284,2,0.1,13,14,110,16,0
284,284,2,0.1,13,14,277,45,0
284,284,2,0.1,13,14,352,91,0
284,284,2,0.1,13,14,350,40,0
284,284,2,0.1,13,14,65,69,0
284,284,2,0.1,13,14,424,93,0
284,284,4,0.17,13,14,177,70,0
284,284,2,0.1,13,14,173,96,0
284,284,0,0.5,13,14,463,99,0
284,284,2,0.1,13,14,252,85,0
284,284,2,0.1,13,14,608,1,0
285,285,1,0.25,149,150,88,61,0
285,285,1,0.25,149,150,535,33,0
285,285,2,0.1,149,150,513,49,0
285,285,3,0.25,149,150,265,94,3
285,285,2,0.1,149,150,533,76,0
285,285,2,0.1,149,150,523,9,0
285,285,2,0.1,149,150,377,67,0
285,285,1,0.25,149,150,314,83,0
285,285,1,0.25,149,150,627,15,0
286,286,2,0.1,138,139,232,8,0
286,286,1,0.25,138,139,581,89,0
286,286,2,0.1,138,139,92,0,0
286,286,3,0.5,138,139,264,35,1
286,286,1,0.25,138,139,434,12,0
286,286,2,0.1,138,139,658,96,0
286,286,1,0.25,138,139,392,24,0
286,286,2,0.1,138,139,395,11,0
286,286,2,0.1,138,139,90,65,0
286,286,1,0.25,138,139,382,99,0
286,286,2,0.1,138,139,75,75,0
286,286,1,0.25,138,139,45,19,0
286,286,2,0.1,138,139,693,51,0
286,286,1,0.25,138,139,527,44,0
286,286,1,0.25,138,139,602,52,0
286,286,2,0.1,138,139,229,2,0
287,287,2,0.1,115,116,381,9,0
287,287,2,0.1,115,116,38,68,0
287,287,1,0.25,115,116,391,94,0
287,287,2,0.1,115,116,407,50,0
287,287,1,0.25,115,116,603,75,0
287,287,1,0.25,115,116,123,57,0
287,287,2,0.1,115,116,333,5,0
287,287,2,0.1,115,116,134,52,0
287,287,2,0.1,115,116,572,53,0
287,287,2,0.1,115,116,246,83,0
287,287,2,0.1,115,116,507,80,0
287,287,1,0.25,115,116,312,97,0
287,287,1,0.25,115,116,50,78,0
287,287,2,0.1,115,116,191,36,0
287,287,1,0.25,115,116,216,32,0
287,287,1,0.25,115,116,336,77,0
287,287,2,0.1,115,116,575,31,0
287,287,1,0.25,115,116,424,0,0
287,287,2,0.1,115,116,627,4,0
287,287,1,0.25,115,116,442,13,0
287,287,1,0.25,115,116,271,23,0
287,287,2,0.1,115,116,192,34,0
287,287,2,0.1,115,116,26,54,0
287,287,1,0.25,115,116,486,62,0
287,287,2,0.1,115,116,689,66,0
287,287,1,0.25,115,116,310,70,0
287,287,0,0.5,115,116,305,69,0
288,288,2,0.1,147,148,356,3,0
288,288,0,0.5,147,148,572,80,0
288,288,2,0.1,147,148,235,61,0
288,288,0,0.5,147,148,350,23,0
288,288,2,0.1,147,148,539,4,0
288,288,1,0.25,147,148,230,98,0
288,288,0,0.5,147,148,16,12,0
288,288,1,0.25,147,148,322,97,0
288,288,3,0.25,147,148,460,39,3
288,288,3,0.33,147,148,563,2,2
288,288,1,0.25,147,148,470,11,0
289,289,1,0.25,79,80,389,42,0
289,289,2,0.1,79,80,586,14,0
289,289,2,0.1,79,80,364,10,0
289,289,0,0.5,79,80,234,25,0
289,289,0,0.5,79,80,456,44,0
289,289,2,0.1,79,80,26,83,0
289,289,1,0.25,79,80,97,53,0
289,289,2,0.1,79,80,126,73,0
289,289,4,0.02,79,80,82,50,0
289,289,4,0.13,79,80,178,89,0
289,289,2,0.1,79,80,205,21,0
289,289,1,0.25,79,80,281,16,0
289,289,2,0.1,79,80,201,51,0
289,289,3,0.5,79,80,620,61,1
289,289,1,0.25,79,80,440,7,0
289,289,0,0.5,79,80,159,95,0
289,289,2,0.1,79,80,339,2,0
289,289,1,0.25,79,80,198,99,0
289,289,2,0.1,79,80,482,75,0
289,289,2,0.1,79,80,136,78,0
289,289,2,0.1,79,80,352,84,0
289,289,1,0.25,79,80,93,28,0
289,289,2,0.1,79,80,613,56,0
289,289,2,0.1,79,80,425,12,0
290,290,0,0.5,61,62,400,93,0
291,291,1,0.25,22,23,219,58,0
291,291,2,0.1,22,23,360,1,0
291,291,3,0.25,22,23,358,11,3
291,291,1,0.25,22,23,584,7,0
291,291,1,0.25,22,23,361,34,0
291,291,1,0.25,22,23,488,10,0
292,292,4,0.37,107,108,474,91,0
292,292,0,0.5,107,108,347,17,0
293,293,1,0.25,68,69,638,79,0
293,293,0,0.5,68,69,457,52,0
293,293,2,0.1,68,69,229,83,0
293,293,0,0.5,68,69,585,7,0
293,293,2,0.1,68,69,76,51,0
293,293,1,0.25,68,69,217,23,0
293,293,2,0.1,68,69,273,32,0
293,293,4,0.29,68,69,219,75,0
294,294,1,0.25,144,145,262,76,0
294,294,2,0.1,144,145,174,75,0
294,294,0,0.5,144,145,98,92,0
294,294,2,0.1,144,145,276,51,0
294,294,1,0.25,144,145,387,43,0
294,294,1,0.25,144,145,524,39,0
294,294,2,0.1,144,145,320,37,0
294,294,2,0.1,144,145,451,30,0
294,294,1,0.25,144,145,365,36,0
294,294,1,0.25,144,145,434,57,0
294,294,3,0.33,144,145,340,83,2
294,294,2,0.1,144,145,601,48,0
294,294,1,0.25,144,145,368,99,0
294,294,3,0.25,144,145,211,60,3
295,295,1,0.25,87,88,194,30,0
295,295,2,0.1,87,88,176,14,0
295,295,1,0.25,87,88,501,58,0
295,295,2,0.1,87,88,137,11,0
295,295,2,0.1,87,88,492,12,0
295,295,1,0.25,87,88,616,7,0
295,295,2,0.1,87,88,266,69,0
295,295,2,0.1,87,88,480,29,0
295,295,3,0.33,87,88,40,99,2
295,295,2,0.1,87,88,355,72,0
295,295,2,0.1,87,88,657,17,0
295,295,1,0.25,87,88,509,13,0
295,295,2,0.1,87,88,422,76,0
295,295,1,0.25,87,88,239,94,0
295,295,1,0.25,87,88,527,38,0
295,295,2,0.1,87,88,81,6,0
295,295,3,0.25,87,88,674,36,3
295,295,2,0.1,87,88,692,26,0
295,295,1,0.25,87,88,149,52,0
295,295,2,0.1,87,88,10,44,0
295,295,0,0.5,87,88,25,87,0
295,295,3,0.25,87,88,636,31,3
295,295,1,0.25,87,88,658,95,0
295,295,1,0.25,87,88,0,86,0
295,295,2,0.1,87,88,63,68,0
295,295,3,0.5,87,88,496,80,1
295,295,2,0.1,87,88,140,50,0
296,296,2,0.1,105,106,63,83,0
296,296,2,0.1,105,106,139,69,0
296,296,2,0.1,105,106,684,36,0
296,296,1,0.25,105,106,686,26,0
296,296,2,0.1,105,106,7,70,0
296,296,3,0.33,105,106,103,5,2
296,296,1,0.25,105,106,346,87,0
297,297,1,0.25,22,23,44,34,0
297,297,1,0.25,22,23,264,58,0
297,297,1,0.25,22,23,598,82,0
297,297,3,0.25,22,23,612,42,3
297,297,2,0.1,22,23,358,94,0
297,297,2,0.1,22,23,500,23,0
297,297,2,0.1,22,23,115,11,0
297,297,1,0.25,22,23,271,99,0
297,297,2,0.1,22,23,42,16,0
297,297,4,0.11,22,23,302,91,0
297,297,1,0.25,22,23,172,46,0
297,297,4,0.08,22,23,286,57,0
297,297,2,0.1,22,23,687,98,0
297,297,2,0.1,22,23,542,44,0
297,297,2,0.1,22,23,226,14,0
297,297,0,0.5,22,23,643,69,0
297,297,1,0.25,22,23,423,68,0
297,297,1,0.25,22,23,85,19,0
297,297,2,0.1,22,23,119,87,0
297,297,3,0.25,22,23,210,78,3
297,297,3,0.25,22,23,126,48,3
297,297,1,0.25,22,23,617,60,0
297,297,1,0.25,22,23,133,72,0
298,298,1,0.25,141,142,664,4,0
298,298,1,0.25,141,142,425,95,0
298,298,4,0.25,141,142,143,23,0
298,298,2,0.1,141,142,335,80,0
298,298,4,0.33,141,142,436,57,0
298,298,2,0.1,141,142,117,39,0
298,298,0,0.5,141,142,678,37,0
298,298,1,0.25,141,142,306,30,0
298,298,1,0.25,141,142,208,64,0
298,298,2,0.1,141,142,218,13,0
298,298,1,0.25,141,142,358,79,0
298,298,2,0.1,141,142,437,88,0
298,298,2,0.1,141,142,394,86,0
298,298,1,0.25,141,142,643,83,0
298,298,2,0.1,141,142,569,35,0
298,298,2,0.1,141,142,407,33,0
298,298,2,0.1,141,142,190,77,0
298,298,0,0.5,141,142,666,15,0
298,298,2,0.1,141,142,427,82,0
298,298,2,0.1,141,142,528,44,0
298,298,2,0.1,141,142,385,26,0
298,298,2,0.1,141,142,340,87,0
298,298,0,0.5,141,142,193,84,0
298,298,2,0.1,141,142,635,25,0
298,298,2,0.1,141,142,496,76,0
298,298,1,0.25,141,142,360,73,0
298,298,3,0.25,141,142,557,75,3
298,298,3,0.25,141,142,653,49,3
299,299,0,0.5,6,7,85,47,0
299,299,1,0.25,6,7,100,37,0
299,299,2,0.1,6,7,390,69,0
299,299,2,0.1,6,7,72,4,0
299,299,0,0.5,6,7,292,89,0
299,299,0,0.5,6,7,214,14,0
299,299,2,0.1,6,7,593,1,0
299,299,1,0.25,6,7,550,55,0
299,299,1,0.25,6,7,416,67,0
299,299,3,0.25,6,7,408,61,3
299,299,1,0.25,6,7,197,65,0
299,299,2,0.1,6,7,374,68,0
299,299,2,0.1,6,7,435,57,0
299,299,2,0.1,6,7,166,99,0
299,299,2,0.1,6,7,683,32,0
299,299,2,0.1,6,7,154,17,0
299,299,2,0.1,6,7,642,16,0
299,299,1,0.25,6,7,393,50,0
299,299,1,0.25,6,7,13,91,0
299,299,1,0.25,6,7,361,76,0
299,299,1,0.25,6,7,4,31,0
299,299,4,0.44,6,7,52,85,0
299,299,2,0.1,6,7,387,2,0
299,299,2,0.1,6,7,428,60,0
299,299,4,0.02,6,7,546,96,0
299,299,2,0.1,6,7,622,34,0
299,299,2,0.1,6,7,445,97,0
300,300,1,0.25,139,140,107,35,0
300,300,1,0.25,139,140,382,27,0
300,300,4,0.0,139,140,432,2,0
